# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		122701		2731		2016
1		122592		5462		2023
2		120634		8193		2021
3		111025		10924		2022
4		100389		13648		2038
5		93188		16368		2047
6		89494		19087		2037
7		87705		21799		2065
8		86146		24509		2048
9		85534		27230		2023
10		85247		29941		2048
11		85088		32659		2019
12		84784		35380		2034
13		84600		38090		2055
14		84863		40795		2026
15		84741		43505		2023
16		84595		46215		2053
17		84184		48928		2055
18		83940		51627		2030
19		84137		54332		2064
20		83723		57046		2049
21		83839		59756		2033
22		84027		62473		2030
23		83765		65179		2029
24		83978		67886		2049
25		83694		70595		2034
26		83886		73304		2033
27		83785		76011		2030
28		83379		78719		2032
29		83640		81429		2031
30		83485		84136		2027
31		83573		86844		2038
32		83628		89558		2032
33		83478		92271		2049
34		83479		94974		2040
35		83217		97682		2028
36		83620		100392		2027
37		83469		103098		2038
38		83299		105810		2036
39		83622		108517		2018
40		83696		111229		2044
41		83635		113937		2044
42		83653		116641		2030
43		83323		119355		2034
44		83167		122060		2048
45		82995		124765		2036
46		83457		127476		2033
47		83630		130195		2004
48		83947		132903		2029
49		83457		135613		2041
50		83409		138321		2024
51		83271		141036		2012
52		83629		143746		2016
53		83475		146465		2034
54		83869		149173		2041
55		83402		151878		2052
56		83455		154582		2051
57		83345		157298		2038
58		83198		160013		2029
59		83104		162722		2048
60		83273		165430		2034
61		83358		168145		2044
62		83713		170856		2039
63		83681		173571		2001
64		83522		176284		2017
65		83722		178992		2047
66		83617		181702		2019
67		83399		184404		2043
68		83629		187105		2037
69		83396		189820		2033
70		83431		192523		2035
71		83596		195235		2033
72		83321		197945		2027
73		83287		200657		2043
74		83324		203371		2028
75		83724		206082		2027
76		83516		208793		2028
77		83247		211500		2039
78		83233		214206		2016
79		83583		216916		2031
80		83826		219624		2067
81		83586		222335		2041
82		83411		225043		2034
83		83527		227750		2029
84		83579		230457		2043
85		83696		233165		2043
86		83536		235871		2033
87		83173		238583		2032
88		83036		241285		2025
89		83689		243996		2048
90		83560		246699		2030
91		83486		249407		2038
92		83546		252111		2030
93		83406		254819		1998
94		83465		257530		2001
95		83293		260243		2000
96		83128		262949		2033
97		83490		265657		2061
98		83614		268365		2017
99		83446		271069		1994
100		83531		273781		2027
101		83333		276491		2035
102		83302		279194		2021
103		83399		281900		2021
104		83341		284610		2028
105		83390		287319		2027
106		83464		290028		2057
107		83492		292731		2034
108		83371		295446		2048
109		83742		298157		2079
110		83758		300868		2036
111		83385		303575		2026
112		83640		306280		2029
113		83630		308984		2050
114		83382		311694		2046
115		83151		314399		2020
116		83544		317107		2044
117		83070		319815		2047
118		83460		322536		2058
119		83685		325247		2071
120		83390		327964		2049
121		83515		330670		2048
122		83777		333378		2046
123		83463		336081		2036
124		83400		338788		2035
125		83399		341495		2022
126		83460		344211		2050
127		83526		346921		2034
128		83511		349621		2039
129		83594		352330		2051
130		83369		355033		2026
131		83191		357742		2024
132		82966		360457		2060
133		83123		363163		2035
134		83279		365880		2036
135		82946		368589		2047
136		83310		371297		2019
137		82768		374009		2047
138		83101		376713		2031
139		83220		379426		2051
140		83367		382136		2054
141		83389		384844		2038
142		83250		387548		2036
143		82908		390252		2002
144		83449		392963		2035
145		83142		395670		2036
146		82978		398377		2017
147		83398		401089		2048
148		83315		403795		2061
149		82808		406499		2031
150		83051		409211		2029
151		83135		411916		2023
152		83228		414624		2049
153		83073		417329		2052
154		82963		420016		2040
155		83191		422725		2035
156		83372		425430		2022
157		83388		428140		2035
158		82942		430850		2056
159		82912		433556		2017
160		82889		436270		2016
161		83260		438976		2030
162		83284		441681		2053
163		83270		444389		2066
164		83110		447096		2069
165		83221		449798		2043
166		83252		452503		2039
167		83468		455211		2052
168		83308		457920		2050
169		83180		460629		2032
170		82995		463336		2036
171		82997		466037		2056
172		83243		468736		2061
173		82986		471436		2040
174		83244		474139		2046
175		83316		476846		2040
176		83270		479554		2059
177		83047		482262		2052
178		83169		484976		2049
179		83166		487687		2037
180		82944		490387		2050
181		83436		493099		2035
182		83059		495808		2059
183		83052		498516		2042
184		83304		501225		2037
185		83046		503936		2035
186		83048		506634		2035
187		83291		509341		2059
188		83143		512042		2039
189		82857		514756		2029
190		82973		517455		2009
191		82860		520160		2045
192		83065		522872		2047
193		83235		525571		2051
194		83084		528274		2016
195		83247		530984		2039
196		82947		533697		2047
197		83051		536402		2040
198		83117		539106		2040
199		83011		541816		2049
200		83176		544516		2033
201		83227		547218		2022
202		83596		549925		2042
203		83166		552639		2033
204		83351		555331		2028
205		83272		558040		2033
206		83401		560738		2051
207		83138		563444		2051
208		83198		566146		2016
209		83206		568852		2021
210		83307		571568		2058
211		83220		574269		2057
212		82986		576971		2042
213		83414		579675		2066
214		83328		582382		2047
215		83099		585097		2040
216		82993		587805		2049
217		83177		590518		2055
218		82991		593220		2067
219		83115		595923		2037
220		83217		598634		2047
221		83158		601340		2022
222		83315		604041		1998
223		82880		606752		2010
224		79894		609449		2021
225		71755		612140		2028
226		65702		614832		2015
227		60288		617528		2023
228		56203		620199		2036
229		53435		622845		2051
230		51224		625510		2061
